tender_id;ca_contract_value;singleb;marketid;year;new_nuts;country;market_id_name
CZ_00004443fcb4df675d3a00db1969a4ab4a8c98eb9a72a9e003aa943a02ab8115_1;1608460;1;;2009;CZ03;CZ;
CZ_0002975bc89ba276fe9f698c18f90a39d194b83c29f2f265d51a2d57f72640ac_1;49580226;0;;2017;CZ06;CZ;
CZ_0006cd08e887f0e416f3b79b2532562a4648ce7ad1d0d9b5a87599a3f8d7d9d6_1;8195180;0;;2012;CZ05;CZ;
CZ_0008d2e8608ebcbc5495541e61a837f498fa3c4be43c2c3ecf340decfd564507_1;339500;0;48;2015;CZ06;CZ;Software package and information systems
CZ_00098882e7f18d7b2d1e858995c41ad8bc2238a979400eb5d548d9acf22dcc1a_1;1919000;0;33;2017;CZ01;CZ;Medical equipments, pharmaceuticals 
CZ_000beb97b7512fc8c67d393d1fa60b21f89b6b40a474bae4db6f122ca9e17611_1;3155523;0;;2008;CZ05;CZ;
CZ_000c7cb4f947aa68cbb241ea616d3d3ce0459b66ba884f6b6077194f505a0cd5_1;193500;0;34;2014;CZ04;CZ;Transport equipment and auxiliary products
CZ_000c7cb4f947aa68cbb241ea616d3d3ce0459b66ba884f6b6077194f505a0cd5_1;79900;0;34;2014;CZ04;CZ;Transport equipment and auxiliary products
CZ_000c7cb4f947aa68cbb241ea616d3d3ce0459b66ba884f6b6077194f505a0cd5_1;1034100;0;34;2014;CZ04;CZ;Transport equipment and auxiliary products
CZ_000c7cb4f947aa68cbb241ea616d3d3ce0459b66ba884f6b6077194f505a0cd5_1;1394000;0;34;2014;CZ04;CZ;Transport equipment and auxiliary products
CZ_001020bc749e0d3b9d299968e4f82864d9ad48a23429bb38dffa881ad6dcc90e_1;9223366;0;45234;2015;CZ01;CZ;Construction work for railways and cable transport
CZ_0010ea6e97fb1dec1d1ce2e68be0404efbcce6ad3756b90acd08ed7cc64ebadf_1;599000;0;;2011;CZ07;CZ;
CZ_00135eda3c4eb46565f660432dec9395b083666a180453ce9748ac0f54e6d98c_1;9562376;0;45233;2014;CZ08;CZ;Construction, foundation and surface works for highways
CZ_0013627535e3d4fda6d427065663300d98e3003528253692fe25d2ff9c43cec1_1;6600055;0;;2006;CZ05;CZ;
CZ_001531abae7e1459faaa5e861abf12d5244fa8d54f32228648972b019fb7dc25_1;4199600;0;;2012;CZ05;CZ;
CZ_0015ffbfe2d0f6245412ed502f531e6ef0e46f051b6a7ee2db712ca8810fcb37_1;2999130;0;4521;2013;CZ07;CZ;Building construction work
CZ_00189c0512299a9add693e0ceef1bc8f8f9f461b5c0a10a86eda103a69ce5485_1;11577444;0;;2012;CZ01;CZ;
CZ_001af02f8592bfda7411a404184d51321344eaf114e6248067c833d06be6fb64_1;19837;1;45233;2016;CZ02;CZ;Construction, foundation and surface works for highways
CZ_001d9071f00993f85eec811375176b0965d2c2b69ee3d3497cd5bbb18aa9f870_1;992120;0;38;2014;CZ06;CZ;Laboratory, optical and precision equipment
CZ_001d9071f00993f85eec811375176b0965d2c2b69ee3d3497cd5bbb18aa9f870_1;847945;0;38;2014;CZ06;CZ;Laboratory, optical and precision equipment
CZ_001d9071f00993f85eec811375176b0965d2c2b69ee3d3497cd5bbb18aa9f870_1;733575;0;38;2014;CZ06;CZ;Laboratory, optical and precision equipment
CZ_002169d3977e451b508dd9dc8cb57fb27bdfb4ed238ae89aeae63aa3ff618902_1;15515248;1;;2010;CZ04;CZ;
CZ_00292595960f09b6dbf097bd8ad5ccd3b8ef8728cea133d6f4561e1331f22c6a_1;2841427;0;45233;2017;CZ08;CZ;Construction, foundation and surface works for highways
CZ_0029beb42d5070179ffd5c933161dd387ef729e0c489aa756cb344c731473dd7_1;4844322;0;4521;2014;CZ06;CZ;Building construction work
CZ_002cc9bc883e80150540014ebf7a2f7edf38ddc65bf9a337412b2a77bf929dbf_1;36266655;0;;2010;CZ05;CZ;
CZ_0031972cd6e9fdcfb8e81255a2e5f66e6a9652945f3e4533a40b860ea7df394f_1;7286554;0;;2008;CZ07;CZ;
CZ_0034e76b1b2aae12794045c4399f93c211d6458a88030297d6b8779e02c850f7_1;1480380;0;;2015;CZ02;CZ;
CZ_0034e76b1b2aae12794045c4399f93c211d6458a88030297d6b8779e02c850f7_1;374653;0;;2015;CZ02;CZ;
CZ_0034e76b1b2aae12794045c4399f93c211d6458a88030297d6b8779e02c850f7_1;1894686;0;;2015;CZ02;CZ;
CZ_00359d9fd13919b6afc1818a75c6d4c3983926786612e728b6e47de5e11180ba_1;1007161;1;45232;2015;CZ06;CZ;Ancillary works for pipelines and cables
CZ_0036e8f89c7a7f603d2cc74983548de988aca4aca393a8a8aaccc1d568ce724e_1;134000;0;;2014;CZ02;CZ;
CZ_003bb72e11d91977c0a530a7d60b91e3c3062d1ed8b9d1b7536486d0a4b538c6_1;1169249;0;;2013;CZ;CZ;
CZ_003e084eff3776b0eaffc624ec79459caabc2476d8657c35935045a9c5d81004_1;19097810;0;;2018;CZ04;CZ;
CZ_003f3339e5e581bf0940267237c16945f24f14d952ecce87f26df5e176afec2c_1;3018179;0;4521;2015;CZ04;CZ;Building construction work
CZ_00426e62570d48266a309e432d7ac110f542ff4fa94fe9ad91081572116c746b_1;11072011;0;;2014;CZ05;CZ;
CZ_0045e947fcc9537d92061aa642d266d98a2241afab093c16dbd125f0cac3a733_1;2595000;0;;2012;CZ03;CZ;
CZ_00491e7e049ac71b4088f1400cd1573478c631c082f5681fa8d09d1f60e090ff_1;3861905;0;45232;2014;CZ05;CZ;Ancillary works for pipelines and cables
CZ_004a281a664c3e1cecdfac2cfdafe92b885036c92daed0e464ef73747ec52703_1;2899915;0;38;2013;CZ01;CZ;Laboratory, optical and precision equipment
CZ_004b35ffb325723908b1a1b8bf9b225d9111c7d29c033fdcd20363a6dd5b624f_1;3085296;0;33;2012;CZ01;CZ;Medical equipments, pharmaceuticals 
CZ_00509fed4515f8778b949e6f7d3eb1d36d1abb9642c22c658e167365e172af8e_1;1833000;0;34;2014;CZ04;CZ;Transport equipment and auxiliary products
CZ_00586da71e99431584b213f6816ff3c80d4bd7e306509e04fbf4985d9d590e13_1;;1;33;2016;CZ06;CZ;Medical equipments, pharmaceuticals 
CZ_00592483565070048245fda96e6fa376ed618a74073790c39993609df801cad6_1;3650000;0;;2014;CZ02;CZ;
CZ_005aef5a82be8d3819a2ee790005d5e5ddec12bc71a1d45c3766b173ae66dae4_1;33879521;0;;2012;CZ06;CZ;
CZ_005dd398e485042a5ad760227e62cdc7f59c6471dbc3eecc8c040e7268e20476_1;19849405;0;;2009;CZ05;CZ;
CZ_0060a1796fcac000ee72a8864188a3c08ba7fc026f9616570487e6a6ea925927_1;10442329;0;45232;2013;CZ03;CZ;Ancillary works for pipelines and cables
CZ_0060bdb4a9a1352b311576ac935dfe3f1426c24706e62697b53d703e43066bf4_1;6500000;1;45234;2015;CZ01;CZ;Construction work for railways and cable transport
CZ_0063027399d220e2fabf00ff4167661ccbc46905610bf2a2eb0110385a6add7e_1;375038;0;;2014;CZ06;CZ;
CZ_0069b404a3aa87389e258007a72ab37f871828972fca529154eb7bb1c04c6d22_1;6419640;0;;2012;CZ05;CZ;
CZ_006cbfa2024139a7b4e574589aab6080bc414db016cd66fc829890c55c13376d_1;;1;45233;2015;CZ07;CZ;Construction, foundation and surface works for highways
CZ_006f4025cad484c25afe90347addcd6f7302a43befee1523c643c9dddda7d2ca_1;1655000;1;;2014;CZ05;CZ;
CZ_0075a19b5caac0f72b0aaa90a952d4f831f9eefee74c4e16e1b6b8c152c9aefe_1;197640;0;38;2013;CZ07;CZ;Laboratory, optical and precision equipment
CZ_0075a19b5caac0f72b0aaa90a952d4f831f9eefee74c4e16e1b6b8c152c9aefe_1;142400;0;38;2013;CZ07;CZ;Laboratory, optical and precision equipment
CZ_0075a19b5caac0f72b0aaa90a952d4f831f9eefee74c4e16e1b6b8c152c9aefe_1;111392;0;38;2013;CZ07;CZ;Laboratory, optical and precision equipment
CZ_0075a19b5caac0f72b0aaa90a952d4f831f9eefee74c4e16e1b6b8c152c9aefe_1;97387;0;38;2013;CZ07;CZ;Laboratory, optical and precision equipment
CZ_0078add37df73ca80f64710bc33cabdc0ff879eea066240ebc27e18798cbd6f1_1;229008;1;;2010;CZ02;CZ;
CZ_0078add37df73ca80f64710bc33cabdc0ff879eea066240ebc27e18798cbd6f1_1;46200;1;;2010;CZ02;CZ;
CZ_0078add37df73ca80f64710bc33cabdc0ff879eea066240ebc27e18798cbd6f1_1;120750;1;;2010;CZ02;CZ;
CZ_0078add37df73ca80f64710bc33cabdc0ff879eea066240ebc27e18798cbd6f1_1;43700;1;;2010;CZ02;CZ;
CZ_0078add37df73ca80f64710bc33cabdc0ff879eea066240ebc27e18798cbd6f1_1;19882;1;;2010;CZ02;CZ;
CZ_0078add37df73ca80f64710bc33cabdc0ff879eea066240ebc27e18798cbd6f1_1;60600;0;;2010;CZ02;CZ;
CZ_0078add37df73ca80f64710bc33cabdc0ff879eea066240ebc27e18798cbd6f1_1;46200;1;;2010;CZ02;CZ;
CZ_0078add37df73ca80f64710bc33cabdc0ff879eea066240ebc27e18798cbd6f1_1;26935;1;;2010;CZ02;CZ;
CZ_0078add37df73ca80f64710bc33cabdc0ff879eea066240ebc27e18798cbd6f1_1;60300;0;;2010;CZ02;CZ;
CZ_0078add37df73ca80f64710bc33cabdc0ff879eea066240ebc27e18798cbd6f1_1;46200;1;;2010;CZ02;CZ;
CZ_0078add37df73ca80f64710bc33cabdc0ff879eea066240ebc27e18798cbd6f1_1;57400;0;;2010;CZ02;CZ;
CZ_007e99877072c889deed69bb1ca3f8fbdf328a33198b39c0b84bcf461b749f6c_1;1652940;1;;2018;CZ05;CZ;
CZ_007f416650d5a40512be0b5dd311a9801db3a10f661035b42a1c9a5ce6341daa_1;8106301;0;;2017;CZ03;CZ;
CZ_007f416650d5a40512be0b5dd311a9801db3a10f661035b42a1c9a5ce6341daa_1;7999109;0;;2017;CZ03;CZ;
CZ_007f4f4d7ff60685218ef63c1339719b16cefafc751eda29b03542350eb15f69_1;2724050;0;4521;2016;CZ08;CZ;Building construction work
CZ_008116862c7efecfdd3882e7d2e46f50b1940f9342144110dc113d91d79cd77b_1;3504794;0;;2015;CZ08;CZ;
CZ_008289d7e411d649e911ba0d2f09bf426ba286f2f4f8384b9d802f158f5c3850_1;2446873;0;38;2013;CZ05;CZ;Laboratory, optical and precision equipment
CZ_008341b8f3104a6a5b357c411f2822dec4e381b86f0e9dfecbc442b29245f906_1;17265835;0;;2014;CZ08;CZ;
CZ_00882bacab788a9049c31729513791cf7886bd0b6dbaf0660dedf134193bb8b5_1;195200;0;;2014;CZ04;CZ;
CZ_00884511e9d54e8155408dd764694062c60354e957bc1b94928911eae41649a0_1;1611191;0;;2010;CZ05;CZ;
CZ_00884511e9d54e8155408dd764694062c60354e957bc1b94928911eae41649a0_1;1672970;0;;2010;CZ05;CZ;
CZ_00884511e9d54e8155408dd764694062c60354e957bc1b94928911eae41649a0_1;1272062;0;;2010;CZ05;CZ;
CZ_00884511e9d54e8155408dd764694062c60354e957bc1b94928911eae41649a0_1;938495;0;;2010;CZ05;CZ;
CZ_0088a0d2f81b91156716c98cfb79153ecdf78b35381d41ce4d9507460e25a586_1;20301945;0;4521;2012;CZ06;CZ;Building construction work
CZ_008a146ac01e0f0f40756af95e964e1857500520cd425d3121e78fa3cbafa3da_1;1850001;1;48;2015;CZ07;CZ;Software package and information systems
CZ_008a5c02355162bd21e408a490e11a9790aed716ee25f8cfe69f20e0807ea083_1;2795730;0;;2009;CZ04;CZ;
CZ_008c0af18e3b48b8a23da66ac6f44836e03660099db9fdf86b6c6646b53a53fd_1;22421426;0;;2010;CZ06;CZ;
CZ_008c23c455fa0c5797bf720bdb7ec6948b53ffff988adbdc72d5622d80fdf301_1;1283800;1;71;2016;CZ06;CZ;Architectural, construction, engineering
CZ_0091c58dcf1439a39e6e9cb990c7119d06500adfab17acea6fadc9a80e229471_1;13398505;0;;2014;CZ01;CZ;
CZ_0092205f1d6ddb5fabdb3a0e6e0b7f32456b3c30a2f701742d478cbad0171c26_1;26468649;0;;2007;CZ01;CZ;
CZ_00952e8a90e4fa21331c0feb8c0eed2103aa09944ba4f9caf01fdb671dfbe1b1_1;2962067;0;;2013;CZ05;CZ;
CZ_00968f7a3c786e49a28c63813721275024a9c88e03499e3214204fdc84f07a8a_1;71700131;0;45233;2016;CZ06;CZ;Construction, foundation and surface works for highways
CZ_009990fa97b444cd60050293c925ddc84a942ac6add9e999d2ee2b8026ee71dd_1;8070527;1;4521;2014;CZ05;CZ;Building construction work
CZ_0099e7e5a4d7ad6615fcc3b866c0f82a50a24f520cfb5318b1533476a1aec5f2_1;17267971;0;;2013;CZ04;CZ;
CZ_009a329bab98ff2958513afc7c0bb61250a5a827ffa3e7f04614563c3db2a902_1;19682630;0;;2010;CZ04;CZ;
CZ_00a254c7568ae6e8b95c3b11ab49d462eafe9f474c0432f342c8d9c0f1008810_1;1552000;0;71;2016;CZ05;CZ;Architectural, construction, engineering
CZ_00a30b300813c176538a02eea6654b053860eb5614433eb564de6d27f2131b18_1;26648190;0;;2010;CZ02;CZ;
CZ_00a46dceb89a2c52bbe85d7f943c818b0afa954667ef3197d7065e7816ea8427_1;3385752;0;45233;2013;CZ05;CZ;Construction, foundation and surface works for highways
CZ_00a5b17807ae84905af4031b85a7d1c5e218f0ca69a821e5d4f5fc8c64228c48_1;1579000;0;34;2013;CZ02;CZ;Transport equipment and auxiliary products
CZ_00a80d276c849d0b511b703f44ce26b2381e94187356438f24bd6f94310687a6_1;590000;0;;2013;CZ01;CZ;
CZ_00adde9333cf0ae852c573d3053dc6dd26f1cac5d17744036fb95534ffc7047c_1;4579057;0;;2014;CZ03;CZ;
CZ_00b231d9f3a921167167693af0bd0d3f26cbdc31597ad1d13800c09b68774d2f_1;90000;1;;2011;CZ06;CZ;
CZ_00b3f24b1b53e7c4d8d9f04ca96b49f37e21b4065c5ba79e36e1d26d1f915ecf_1;36631599;0;45232;2012;CZ07;CZ;Ancillary works for pipelines and cables
CZ_00b7df85bd06fd11a375f7f9170719c3fad9f370de034fe9685eb2e918d225c8_1;38211;1;;2016;CZ05;CZ;
CZ_00bc2404850b3b2dde3a70dd0fa0ee5e5395fcf40a6e14f625e1a2755ab97311_1;755240;1;;2012;CZ08;CZ;
CZ_00bc29c03ade3079c8d386f10903f6ed7c68dea49501828954d31a4b18c89380_1;1116257;0;;2014;CZ05;CZ;
CZ_00beaf50972943e3c752f55280903641b7fc2d97df72edeef5040302dbf5237d_1;1337300;0;;2010;CZ04;CZ;
CZ_00c03f66c95524362bffa066d40a71addb7074d5d95b2c1a7a1b9de430e43ebd_1;282000;1;;2014;CZ07;CZ;
CZ_00c194f43fca29a925c29b865746b94f9ba43bd6e81a88f57473054077d06eb6_1;334746;0;33;2017;CZ08;CZ;Medical equipments, pharmaceuticals 
CZ_00c194f43fca29a925c29b865746b94f9ba43bd6e81a88f57473054077d06eb6_1;1456477;0;33;2017;CZ08;CZ;Medical equipments, pharmaceuticals 
CZ_00c194f43fca29a925c29b865746b94f9ba43bd6e81a88f57473054077d06eb6_1;79298;0;33;2017;CZ08;CZ;Medical equipments, pharmaceuticals 
CZ_00c194f43fca29a925c29b865746b94f9ba43bd6e81a88f57473054077d06eb6_1;147476;1;33;2017;CZ08;CZ;Medical equipments, pharmaceuticals 
CZ_00c194f43fca29a925c29b865746b94f9ba43bd6e81a88f57473054077d06eb6_1;448063;1;33;2017;CZ08;CZ;Medical equipments, pharmaceuticals 
CZ_00c194f43fca29a925c29b865746b94f9ba43bd6e81a88f57473054077d06eb6_1;108840;0;33;2017;CZ08;CZ;Medical equipments, pharmaceuticals 
CZ_00c194f43fca29a925c29b865746b94f9ba43bd6e81a88f57473054077d06eb6_1;77400;0;33;2017;CZ08;CZ;Medical equipments, pharmaceuticals 
CZ_00c34386d66112787e20e87ff3688cfebb353f37bec513a0f7855ae8d44d2a20_1;33274245;0;;2013;CZ;CZ;
CZ_00c4ab41e0b49bee275b3afc859196e19b279723e3d3a49adc1b81395003aa91_1;489335;1;42;2014;CZ07;CZ;Industrial machinery
CZ_00c4f89e0a2c1362ae46c67ab8cb8b54d67c5824133d0ea4eef048f54353a26d_1;2146369;0;;2014;CZ08;CZ;
CZ_00c537bdb8bdca765a4769baee4373a93bdc9a46a7a45637e9b36a53ff0cb1c0_1;68850;1;71;2014;CZ05;CZ;Architectural, construction, engineering
CZ_00c6ed8614d834c9622cb15ce020cfbaabbb8832bff29d09fe0befb7698beeda_1;3070000;0;;2013;CZ01;CZ;
CZ_00c9e076a72e2a4a6fe6a5314ad2c90ca2e08d12f25a75c9a719e3f432c2dc21_1;1200712;0;;2014;CZ08;CZ;
CZ_00cbab19b9f27e592a65c3b34b9459bdd7d0c13ddda5abe67da6ea09506dce5b_1;1178000;0;;2017;CZ;CZ;
CZ_00cc37cdd1d5fea67f3ea0ebc20306401d308ea32332c202686354676273a398_1;3270000;0;;2009;CZ02;CZ;
CZ_00cc60c824938afce9825bf5e93a831880ff17b7179bbf491207112256adb2ed_1;8760401;0;;2008;CZ06;CZ;
CZ_00cc672bf77f5c539182ad8da15d565e9132d1eaf189d732473bfc25f8159c6b_1;123878986;0;;2008;CZ06;CZ;
CZ_00cc8bb58fb11c9c74bfe34133b348e798dac1525e455b2d50b5b9cfd5e0f795_1;2547515;0;4521;2013;CZ06;CZ;Building construction work
CZ_00cf4e2def9a6adde624f2abb57e726cf26c8cdb57006b9f657165e2dca89dc8_1;1600000;0;;2010;CZ08;CZ;
CZ_00cf4e2def9a6adde624f2abb57e726cf26c8cdb57006b9f657165e2dca89dc8_1;1600000;0;;2010;CZ08;CZ;
CZ_00cf4e2def9a6adde624f2abb57e726cf26c8cdb57006b9f657165e2dca89dc8_1;1600000;0;;2010;CZ08;CZ;
CZ_00d1ba1fde7b55ecf3299faa4b26b41a482e302b4d3b19e7c4af4aaf1954b24f_1;13650000;0;;2014;CZ05;CZ;
CZ_00d8e9047532e79ab32001d95b8981ed5b512e57663a07e72d60cb6696e39c79_1;2850275;0;;2013;CZ08;CZ;
CZ_00dc636cdbbc58777dbaf4cc644a22a2181a60b40f780b6c72259e4eab41088f_1;64522;0;;2014;CZ07;CZ;
CZ_00dc636cdbbc58777dbaf4cc644a22a2181a60b40f780b6c72259e4eab41088f_1;232660;0;;2014;CZ07;CZ;
CZ_00ddf648acf55a0b6cf495500bfeaa52b88f300de3e1a674b1ea9d6677d66240_1;32057957;0;;2008;CZ02;CZ;
CZ_00e802aa631ccd924ba4d311ee4ccdb4e4d023e14cbf1a5138b64c7eee45184d_1;11998986;0;45233;2014;CZ02;CZ;Construction, foundation and surface works for highways
CZ_00e8c59338c677c98d1de2557f4c807de1e4aecdaa82bfe16cade8712399ed7c_1;2099910;0;;2013;CZ08;CZ;
CZ_00ead032287cb405ea2f20445c8387428d204206a49b6b4725fdaa77414dbd1a_1;13659057;0;;2008;CZ06;CZ;
CZ_00ed5f7d9d4b0140fa35ea539a2175644df4f6fa1261de54b7ebda8234262f04_1;7985028;0;;2013;CZ05;CZ;
CZ_00edf30b58868cc3c6d66faf7959b3d401a51b37032b4b277863e8351ad1d761_1;421850;1;32;2012;CZ03;CZ;Radio, television, communication
CZ_00f3365aa33d56a35b89aa7394db3e415fc673495cacba2ac0e642e22e3b9be3_1;15683274;0;45234;2013;CZ08;CZ;Construction work for railways and cable transport
CZ_00f3365aa33d56a35b89aa7394db3e415fc673495cacba2ac0e642e22e3b9be3_1;22498055;0;45234;2013;CZ08;CZ;Construction work for railways and cable transport
CZ_00f3365aa33d56a35b89aa7394db3e415fc673495cacba2ac0e642e22e3b9be3_1;21399350;0;45234;2013;CZ08;CZ;Construction work for railways and cable transport
CZ_00f4af0199865166333f8eaa0f39c4cbeab52611ff025d5e0fa15a2e04d69935_1;320231;0;38;2014;CZ08;CZ;Laboratory, optical and precision equipment
CZ_00f7a47f8cd1dd8cddf7499cdfcd59eea1ca35b9f6cc1584d5b3731099850305_1;2790950;0;;2015;CZ01;CZ;
CZ_00f9bd54419f0d0e1966e91b86b323f1ffe3a3e9338d19b54cda86fe056c26ff_1;2796576;1;;2013;CZ03;CZ;
CZ_00faf30d4325218a6314b64c6b120b43128ded0cca7dc7e5b2f5f474360c4766_1;68963530;0;;2012;CZ05;CZ;
CZ_00fbab532229c73121cbba7cc3895268ca16bd84d9b948cfc729d761e792c35c_1;3351445;0;;2006;CZ02;CZ;
CZ_00fc40f7c2ba8b11a1220f9724f488bee0527c7506f6c3a9a40dcd2088cee721_1;18259556;0;;2009;CZ01;CZ;
CZ_00ffdfa08321b9092e61c6955a7dc6407516df72d621641d81039f6e85b0f53c_1;;0;;2012;CZ03;CZ;
CZ_01025ca59cc780c1bb837c13477ef1404116915171645cbbce1990dfb7d660d0_1;656080;0;;2014;CZ06;CZ;
CZ_01049bef91fe8619214ca2b948ebfc0034b13a36815f4c27547d2544a3e78026_1;31993058;0;;2013;CZ08;CZ;
CZ_0104ce7c040b297a94bcf997b2c1efbc92f3bbcf4b37f770c86f4595fdff30dc_1;285842;1;;2015;CZ04;CZ;
CZ_0104ce7c040b297a94bcf997b2c1efbc92f3bbcf4b37f770c86f4595fdff30dc_1;8986177;0;;2015;CZ04;CZ;
CZ_01054a9c9b70d5ef21cd8e24f8b274fd021cb883c4edf99714354c8166a790e1_1;1362900;0;42;2015;CZ06;CZ;Industrial machinery
CZ_010a8dfa7b7e66ffd688816613734f7c59ced29579af5566cb25c99cbe0084b7_1;;1;4521;2015;CZ03;CZ;Building construction work
CZ_01105adea6b791203902a5b081a7599364e3896614336c6140c0a826ce3f25d5_1;4137026;0;;2008;CZ05;CZ;
CZ_01119d1921cd4fff2b8036e9170899b1531f7305b9da793972dab521b5944d0b_1;753881;0;;2013;CZ07;CZ;
CZ_0113426c17a5d2a2d4a45f3863524d537c6fe16de09dc0a257547dd04993a1f3_1;991419;0;;2015;CZ02;CZ;
CZ_0114b13e6e5dd2afc541bfae14aaa179f9d8cae659ca6e7bbde2dc07eb386036_1;337299;0;33;2013;CZ01;CZ;Medical equipments, pharmaceuticals 
CZ_0114b13e6e5dd2afc541bfae14aaa179f9d8cae659ca6e7bbde2dc07eb386036_1;280976;0;33;2013;CZ01;CZ;Medical equipments, pharmaceuticals 
CZ_0114b13e6e5dd2afc541bfae14aaa179f9d8cae659ca6e7bbde2dc07eb386036_1;238830;0;33;2013;CZ01;CZ;Medical equipments, pharmaceuticals 
CZ_0114b13e6e5dd2afc541bfae14aaa179f9d8cae659ca6e7bbde2dc07eb386036_1;428216;0;33;2013;CZ01;CZ;Medical equipments, pharmaceuticals 
CZ_0114b13e6e5dd2afc541bfae14aaa179f9d8cae659ca6e7bbde2dc07eb386036_1;86241;0;33;2013;CZ01;CZ;Medical equipments, pharmaceuticals 
CZ_0114b13e6e5dd2afc541bfae14aaa179f9d8cae659ca6e7bbde2dc07eb386036_1;211044;0;33;2013;CZ01;CZ;Medical equipments, pharmaceuticals 
CZ_0114e024a676afff7d093944f90de0281180f7e2f20c43b5976de14081b41d51_1;1334666;1;4521;2015;CZ06;CZ;Building construction work
CZ_0116f01259995bf5f8ce62dd83e3d35318c6501d74b5d3e867261e3fa3ef5953_1;5131768;1;;2009;CZ06;CZ;
CZ_011932f0480e0f1fb11f5ae5e5dd2fe0654394cb7f7941ac1d3d7ee03d8e1338_1;3828134;1;;2016;CZ02;CZ;
CZ_0119bbb6505ed22833704461f097cc54ab12f8c919358a160f9c5595c4a84201_1;10586271;0;;2009;CZ04;CZ;
CZ_011dbcd888195e463e0a9f933f4b5f7a3acbfb14e5558301e889cf52c412230e_1;10594918;0;4521;2013;CZ06;CZ;Building construction work
CZ_011e54b401979cab4dec706582d949bbdff766e3fc3d9a9714ea6f91d6cba9da_1;97347681;0;;2011;CZ05;CZ;
CZ_011f085b6b35764ee8a9f6cf19ba9b6ed4f69ba31a58a852c82ed7240ea136b1_1;250555;0;38;2013;CZ02;CZ;Laboratory, optical and precision equipment
CZ_01230696f91aa6717643d1e88f73fbc12cbdd4ad2034e6f631e1de06e3595567_1;2581755;0;;2018;CZ06;CZ;
CZ_0126f75fbdff6cfe245df849ed2a4c3610aa8ad4d03154ce0ef4f59c79eefdc9_1;17881359;0;;2010;CZ02;CZ;
CZ_0126fd1d424499cd5ba291a89204d88afdd53bedd11dad3ae15b3381a2b038ec_1;1496510;0;38;2014;CZ02;CZ;Laboratory, optical and precision equipment
CZ_0129c3fa0eb80fecbcc2ac8f9211011035d22e989f6a270130367fcbffd80e44_1;6997161;0;;2011;CZ02;CZ;
CZ_012af81f74c4834b01a65bdbf7eac5ea59b8ef55611a67e26b342972585e17b8_1;2198211;1;;2018;CZ06;CZ;
CZ_012d234645cc00b5d87186eb1b6766944eafc84b0bf821b29b1ab2349f2a232b_1;1989187;1;;2014;CZ05;CZ;
CZ_0131b86dbf8e7a0ca83731fcdb5a9742fb05d4a304d6e107368f988908f9b636_1;2541280;0;;2011;CZ07;CZ;
CZ_013204cd75bf79b812a486c5b4a5bc044c31caf4c3f98a32f5a30573992dbfd0_1;688230;0;;2018;CZ05;CZ;
CZ_0135ef4a458111a797ad6a4200781143b63901cb80ca152a5832da052e28cf35_1;687000;0;42;2015;CZ01;CZ;Industrial machinery
CZ_0137796ddf0451e1598ee1bb227d434da70777dc7f939d7483d76867807862a5_1;882915;0;;2007;CZ03;CZ;
CZ_01377dc1e500640b3bd2df379f7b1b9c0ab184c20945629ab9f8f544c9db028b_1;16769000;0;;2014;CZ06;CZ;
CZ_0137e5ffcab03faae210f503c448c4f474fa6f61a22ef38e1fb289c95788ac37_1;;0;45233;2013;CZ01;CZ;Construction, foundation and surface works for highways
CZ_0137e5ffcab03faae210f503c448c4f474fa6f61a22ef38e1fb289c95788ac37_1;1399763;0;45233;2013;CZ01;CZ;Construction, foundation and surface works for highways
CZ_0137e5ffcab03faae210f503c448c4f474fa6f61a22ef38e1fb289c95788ac37_1;5590946;0;45233;2013;CZ01;CZ;Construction, foundation and surface works for highways
CZ_013c3e73ec4124db42713a2006521b1b0abfea09a73c8dfe868422fc4d0f2d7e_1;1562000;0;;2013;CZ08;CZ;
CZ_01428f5ec4c9d44937e8f7fb04113c4eb904cada644a659d4f4a1058b6e262bd_1;12945393;0;;2014;CZ01;CZ;
CZ_014447d8ba51feb9867f9969ed2f99b175b21e45f4e34812a22e46bc7cd1687e_1;49970706;0;4521;2012;CZ05;CZ;Building construction work
CZ_014634dae27f9a3e1aa38324b6854389801b011e75af2a2c05608672f823e093_1;82336134;0;;2008;CZ03;CZ;
CZ_014859740e4344558084d3e764eede74727dc7c981fb6f75348a437100298e17_1;1575000;1;;2011;CZ01;CZ;
CZ_014d34f554e4b2ea94b885fe7111684484201e71117deb2736a88dfcc1e48dc1_1;54026;0;;2012;CZ03;CZ;
CZ_014fe5c4e86119712b47430e9b1da02c3498dfcb0ef3dcf82829177f07795c4c_1;40140;1;4521;2015;CZ08;CZ;Building construction work
CZ_0152a72a4d935239b8423302a783a8c10df917c1a18d48abf245d5f9d4546f39_1;7782739;0;;2011;CZ07;CZ;
CZ_01566282ce0062cca6c8e915d1028b9272fb1c90d7ffa74123bc6c9e6f641340_1;27688150;0;;2008;CZ07;CZ;
CZ_0156b29aa24c1b743fd1eddaa9fd1841d229198ccbd37dcc24d9638d2c0bbc07_1;;1;;2015;CZ01;CZ;
CZ_0157946929dea317a227c1018f615fa0344c59b71c743b1cd0a29665c9f30d89_1;4118991;0;45233;2013;CZ06;CZ;Construction, foundation and surface works for highways
CZ_015a65a661fbc01dfe0f29e7a0c9683aa1e9de30ccf14f4e3ff4ba28eebb9fbf_1;23919823;0;;2017;CZ03;CZ;
