tender_id;ca_contract_value;singleb;marketid;year;new_nuts;country;market_id_name
EU_173b83369e17eecd1aa2324a24a6af63dc784bddd941409b5df384ae9e579d3c_1;277711;1;;2018;HR04;HR;
EU_173b83369e17eecd1aa2324a24a6af63dc784bddd941409b5df384ae9e579d3c_1;178707;1;;2018;HR04;HR;
EU_18721edce9e6f2c4e008a626f4200af779be1499cda18f0db236a0b43de5ecf1_1;158485;0;72;2015;HR04;HR;IT services: consulting, software development
EU_18763086ec9f82b7432f22e72659080b87ef98897c6b2a14447bd59feedeb936_1;155387;1;;2018;HR04;HR;
EU_18f0738b77a02cb2b48c67bff545a16574bf0ef378473343ca4c39b48d98a3da_1;145173;0;;2016;HR04;HR;
EU_1abbbc2af700bbadef595488781139b74aa22196935ce939c7b9c2e74ecef6c2_1;299880;0;;2016;HR04;HR;
EU_1bef7bd4462d6e19336f7457ccebbccd3b46622ef50e7ac9f4ab14d0b0ee7ed1_1;445178;1;38;2015;HR04;HR;Laboratory, optical and precision equipment
EU_1c4232bf92daa9a18044d84e178b8e5dc42c8b4d4d7eab450f4cde688683836a_1;490531;0;71;2015;HR04;HR;Architectural, construction, engineering
EU_1c7e6d1371745a8d64e830ea0a3467ad31e36a5cb73136b86301568195d24c2f_1;199423;1;72;2015;HR04;HR;IT services: consulting, software development
EU_1cd59ffc4c993c26523e8ec7aebdd342ccb2378780293244e79cadaa10f75d2f_1;148412;0;35;2014;HR04;HR;Security, fire-fighting, police and defence equipment
EU_1d7c7a95efd91f17b37263c72d79854667a8f06e04a4600a74beec3287805fa7_1;438732;0;45231;2014;HR04;HR;Construction work for pipelines and power lines
EU_1de76a8ab9c01351d5e9eae3820a918b106baba58558e4571982b2489dc06ce2_1;74737;0;30;2015;HR04;HR;Office and computing machiner
EU_1ec58000f31c2d475f3f9cbb7217c0f1bb59a90153487c012982697924fce917_1;241422;0;71;2015;HR04;HR;Architectural, construction, engineering
EU_1eeec31aad1192a0b043fda713bbcdc5ec957cb5b94a0fc4533bf1d0e6a04765_1;611178;1;38;2015;HR03;HR;Laboratory, optical and precision equipment
EU_1eeec31aad1192a0b043fda713bbcdc5ec957cb5b94a0fc4533bf1d0e6a04765_1;153498;1;38;2015;HR03;HR;Laboratory, optical and precision equipment
EU_1f0460b38c37a79a79c17148d5ed70c8f3ba64777bef8c989b3480df89c1c5c0_1;54571;1;71;2016;HR04;HR;Architectural, construction, engineering
EU_1f0460b38c37a79a79c17148d5ed70c8f3ba64777bef8c989b3480df89c1c5c0_1;67529;0;71;2016;HR04;HR;Architectural, construction, engineering
EU_1f0460b38c37a79a79c17148d5ed70c8f3ba64777bef8c989b3480df89c1c5c0_1;82824;0;71;2016;HR04;HR;Architectural, construction, engineering
EU_1f5579dbd2f949411ca3eab56ddc65509d4b416f6afbd4efc384aa0c4d42e617_1;873561;0;;2018;HR04;HR;
EU_1f8341d45f072aa345c72d5ea01912ff34a9e7aadba3037bc4a8876769c09f8e_1;113288;0;;2018;HR04;HR;
EU_1fd9dda33783394e5581ee7ce26b9cf3b0b6a62b908eadcf8b24f89a1a97a2c3_1;146200;0;;2016;HR04;HR;
EU_214ed6210c7c0420228fe3dfeaf96151b504931ebe2876054cb88a1d86fded57_1;338039;0;72;2017;HR04;HR;IT services: consulting, software development
EU_2160c4fa436bd9d9fed280f31fda6f6ff5e44df102009901c5384109850b2a59_1;196101;1;33;2014;HR03;HR;Medical equipments, pharmaceuticals 
EU_2160c4fa436bd9d9fed280f31fda6f6ff5e44df102009901c5384109850b2a59_1;57357;0;33;2014;HR03;HR;Medical equipments, pharmaceuticals 
EU_2160c4fa436bd9d9fed280f31fda6f6ff5e44df102009901c5384109850b2a59_1;50430;0;33;2014;HR03;HR;Medical equipments, pharmaceuticals 
EU_2160c4fa436bd9d9fed280f31fda6f6ff5e44df102009901c5384109850b2a59_1;392448;1;33;2014;HR03;HR;Medical equipments, pharmaceuticals 
EU_2160c4fa436bd9d9fed280f31fda6f6ff5e44df102009901c5384109850b2a59_1;48340;0;33;2014;HR03;HR;Medical equipments, pharmaceuticals 
EU_2160c4fa436bd9d9fed280f31fda6f6ff5e44df102009901c5384109850b2a59_1;38444;0;33;2014;HR03;HR;Medical equipments, pharmaceuticals 
EU_2160c4fa436bd9d9fed280f31fda6f6ff5e44df102009901c5384109850b2a59_1;52843;1;33;2014;HR03;HR;Medical equipments, pharmaceuticals 
EU_2175a76715569a43cd5ba4a5a1c5873efb1ec3c16a3eb1a4a5e43db4f63598cd_1;981566;1;34;2017;HR04;HR;Transport equipment and auxiliary products
EU_2175f0c3ffc06876053dffe6053de07ddb30775e7a7606b0179323ac48e07230_1;30892;1;34;2016;HR03;HR;Transport equipment and auxiliary products
EU_2175f0c3ffc06876053dffe6053de07ddb30775e7a7606b0179323ac48e07230_1;1165735;1;34;2016;HR03;HR;Transport equipment and auxiliary products
EU_2175f0c3ffc06876053dffe6053de07ddb30775e7a7606b0179323ac48e07230_1;135545;1;34;2016;HR03;HR;Transport equipment and auxiliary products
EU_218cbe7ed09be3dccbf132e43b387e2e710e60bf9fb8451e031f98b5a60ef3bf_1;36221;0;;2018;HR04;HR;
EU_218cbe7ed09be3dccbf132e43b387e2e710e60bf9fb8451e031f98b5a60ef3bf_1;10185;0;;2018;HR04;HR;
EU_218cbe7ed09be3dccbf132e43b387e2e710e60bf9fb8451e031f98b5a60ef3bf_1;35884;0;;2018;HR04;HR;
EU_218cbe7ed09be3dccbf132e43b387e2e710e60bf9fb8451e031f98b5a60ef3bf_1;26166;0;;2018;HR04;HR;
EU_218cbe7ed09be3dccbf132e43b387e2e710e60bf9fb8451e031f98b5a60ef3bf_1;33929;0;;2018;HR04;HR;
EU_218cbe7ed09be3dccbf132e43b387e2e710e60bf9fb8451e031f98b5a60ef3bf_1;127641;0;;2018;HR04;HR;
EU_218cbe7ed09be3dccbf132e43b387e2e710e60bf9fb8451e031f98b5a60ef3bf_1;91114;0;;2018;HR04;HR;
EU_218cbe7ed09be3dccbf132e43b387e2e710e60bf9fb8451e031f98b5a60ef3bf_1;93818;0;;2018;HR04;HR;
EU_218cbe7ed09be3dccbf132e43b387e2e710e60bf9fb8451e031f98b5a60ef3bf_1;131386;0;;2018;HR04;HR;
EU_218cbe7ed09be3dccbf132e43b387e2e710e60bf9fb8451e031f98b5a60ef3bf_1;167696;0;;2018;HR04;HR;
EU_21e01936e54b72ae8a99418020f675ca5ad44637f6c0b08bbdc30b8c05771844_1;2327;0;71;2017;HR04;HR;Architectural, construction, engineering
EU_21e01936e54b72ae8a99418020f675ca5ad44637f6c0b08bbdc30b8c05771844_1;11466;0;71;2017;HR04;HR;Architectural, construction, engineering
EU_21e01936e54b72ae8a99418020f675ca5ad44637f6c0b08bbdc30b8c05771844_1;35071;0;71;2017;HR04;HR;Architectural, construction, engineering
EU_21e01936e54b72ae8a99418020f675ca5ad44637f6c0b08bbdc30b8c05771844_1;65421;0;71;2017;HR04;HR;Architectural, construction, engineering
EU_21e01936e54b72ae8a99418020f675ca5ad44637f6c0b08bbdc30b8c05771844_1;21582;0;71;2017;HR04;HR;Architectural, construction, engineering
EU_21e01936e54b72ae8a99418020f675ca5ad44637f6c0b08bbdc30b8c05771844_1;36757;0;71;2017;HR04;HR;Architectural, construction, engineering
EU_21eb0a711b09b01c780127053acd63f1433733d6bda3409e426ca21e7c5b87ec_1;274578;0;38;2014;HR04;HR;Laboratory, optical and precision equipment
EU_22001c63c01ec579cbe818dac7315b490524e49eee906278b8cb79f336f92940_1;44956;0;;2015;HR04;HR;
EU_22001c63c01ec579cbe818dac7315b490524e49eee906278b8cb79f336f92940_1;97901;0;;2015;HR04;HR;
EU_22001c63c01ec579cbe818dac7315b490524e49eee906278b8cb79f336f92940_1;25211;0;;2015;HR04;HR;
EU_22001c63c01ec579cbe818dac7315b490524e49eee906278b8cb79f336f92940_1;52444;0;;2015;HR04;HR;
EU_2373d4fbbeda36f51d03af6d29ada758ca34eef858bc3d36c5445047b0d021b5_1;111789;0;34;2014;HR04;HR;Transport equipment and auxiliary products
EU_2380ccf34d1ddc63e29b5f73304df69589fd2938b00e61c74850068206e2e559_1;79045;1;30;2016;HR04;HR;Office and computing machiner
EU_23d621f5d5c89dd111874fb6cad8dd0a7f470a77070f15ced58ffae810c5dfc5_1;559825;0;;2016;HR04;HR;
EU_24d226ff31a1558106699e615e8c1f15102bdb9ed52cd2e6b70c9f8e5bc942e9_1;152328;0;30;2014;HR04;HR;Office and computing machiner
EU_259fff9792fde2d18c6f313be2e6a315431ff5689ebec27259802d2865a1d5c8_1;1160896;0;71;2015;HR03;HR;Architectural, construction, engineering
EU_25c73d273eb38b8be041000ec1216390ab98041f8934d07dd50f028b6a70e635_1;222687;0;;2015;HR04;HR;
EU_25fda6edd563052dec75c92ea4e8f7694e5d55a26ea844457901c711aacfa620_1;32465;0;72;2016;HR04;HR;IT services: consulting, software development
EU_264139c62bf6d576bf015cdfefbdc3473c8eb65b7b30d9f637764d5319b62c29_1;222401;0;34;2014;HR04;HR;Transport equipment and auxiliary products
EU_278610e92289191353e978efea9fa2a1a735c9cfe3bc2093c09a72f3b505a96b_1;818725;0;30;2015;HR04;HR;Office and computing machiner
EU_27bcd2975cd589517f4d7d9cc28630a713fc7dc35596953000286c218f1bf7df_1;4785241;0;;2018;HR03;HR;
EU_292ac0d9cdef4344003d3ffacee62dbfed70eee383d3f29586869e42a8ffcb4c_1;122811;0;38;2017;HR04;HR;Laboratory, optical and precision equipment
EU_296c626945746966a8b89ef8c5ee6759acd911b833c926d5eba0344f9c478209_1;2064226;0;;2016;HR04;HR;
EU_2c30b6df10894300b3695cc1f8bf52b72ad5935a5ca49397711cf36e828e30ad_1;63592;0;33;2017;HR04;HR;Medical equipments, pharmaceuticals 
EU_2c30b6df10894300b3695cc1f8bf52b72ad5935a5ca49397711cf36e828e30ad_1;159001;0;33;2017;HR04;HR;Medical equipments, pharmaceuticals 
EU_2c453cfe0862374b4e4d0f59a98f05815922d72ed7fc454168c21f83bb10edf4_1;51799;1;90;2017;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_2c453cfe0862374b4e4d0f59a98f05815922d72ed7fc454168c21f83bb10edf4_1;29973;1;90;2017;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_2c453cfe0862374b4e4d0f59a98f05815922d72ed7fc454168c21f83bb10edf4_1;18440;1;90;2017;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_2c453cfe0862374b4e4d0f59a98f05815922d72ed7fc454168c21f83bb10edf4_1;71141;1;90;2017;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_2c453cfe0862374b4e4d0f59a98f05815922d72ed7fc454168c21f83bb10edf4_1;17069;1;90;2017;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_2cc40bf5d8d9ecbf8636827d80461f35cbe5deac84263a8137196995a4a13169_1;269457;1;71;2016;HR04;HR;Architectural, construction, engineering
EU_2d3c1c4b97340f2519748a1d64d85e7c0b042d903072193a4ca300f1ac6e8945_1;379084;0;;2018;HR04;HR;
EU_2d530c2e35dc50f7a79d105ee2fb377523ad04c77c2f5da8c92b1e2b4a377219_1;18141;1;;2016;HR04;HR;
EU_2d530c2e35dc50f7a79d105ee2fb377523ad04c77c2f5da8c92b1e2b4a377219_1;24827;1;;2016;HR04;HR;
EU_2e83d3d888f21097fc8f84dd285350638a4c98858df8a4d82e2e8fc5f8f087e0_1;44285;0;;2016;HR04;HR;
EU_2ece31d1c8c5792f7ae89a1d325a715489c5680e7a25c3e99c29778ecad56571_1;9235212;0;45231;2014;HR03;HR;Construction work for pipelines and power lines
EU_2fbbbb55f43042deed589de4b77babcf906ccb8d8a3dcacc1683461e99e7b272_1;37114;0;90;2017;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_2fe2ad7ef19fa062b7b63be35d2842f97955bb6c141544d860bdb4a05f3dfd57_1;161398;0;38;2014;HR04;HR;Laboratory, optical and precision equipment
EU_2ffd3dcddb4c70c747939a7cf5f5a591309675d267ff83d4666623c70f39e3c4_1;29662787;0;45234;2017;HR04;HR;Construction work for railways and cable transport
EU_3142b15e964d537d8283c6ce7b6c899a2f6fc83f8269a5e318c282532fd5e443_1;629556;1;;2016;HR04;HR;
EU_31cfdd405379f36384923ed610f3cfad320437f29bd56955813955d95039a7ae_1;47234;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_31d3dcdff857961be098979166c1c3b605daf0119806016d616ccbe29a2760df_1;69490;1;38;2015;HR03;HR;Laboratory, optical and precision equipment
EU_32424a08ae7202d1fe4aa800d4d56a0fa13957175171090fb4d02d043341acbc_1;1887521;0;90;2015;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_32424a08ae7202d1fe4aa800d4d56a0fa13957175171090fb4d02d043341acbc_1;5415834;0;90;2015;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_32424a08ae7202d1fe4aa800d4d56a0fa13957175171090fb4d02d043341acbc_1;2311678;0;90;2015;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_32424a08ae7202d1fe4aa800d4d56a0fa13957175171090fb4d02d043341acbc_1;2440683;0;90;2015;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_326603945be0d125a1624be7f85a6c243dd2a4875fe82f11191e11613e2e2032_1;7054;0;30;2017;HR04;HR;Office and computing machiner
EU_326603945be0d125a1624be7f85a6c243dd2a4875fe82f11191e11613e2e2032_1;23848;1;30;2017;HR04;HR;Office and computing machiner
EU_326603945be0d125a1624be7f85a6c243dd2a4875fe82f11191e11613e2e2032_1;42604;1;30;2017;HR04;HR;Office and computing machiner
EU_326603945be0d125a1624be7f85a6c243dd2a4875fe82f11191e11613e2e2032_1;38504;1;30;2017;HR04;HR;Office and computing machiner
EU_326603945be0d125a1624be7f85a6c243dd2a4875fe82f11191e11613e2e2032_1;21105;1;30;2017;HR04;HR;Office and computing machiner
EU_326603945be0d125a1624be7f85a6c243dd2a4875fe82f11191e11613e2e2032_1;6773;1;30;2017;HR04;HR;Office and computing machiner
EU_32dd33290af2183ae395cc73099be7910d67bce5a4ef342a2da1ff0bf7a2392e_1;1093694;0;;2018;HR04;HR;
EU_32faeeb3dd9adaebb9f36b294854f48bcfe6dbff6b86be453cc246bd2d74cd93_1;9222627;0;45231;2015;HR04;HR;Construction work for pipelines and power lines
EU_330441dca5c33003dc858836bbce2289fd3fcfa2b3553c8d95f50f0ac2543e89_1;5626;0;;2018;HR04;HR;
EU_330441dca5c33003dc858836bbce2289fd3fcfa2b3553c8d95f50f0ac2543e89_1;9475;0;;2018;HR04;HR;
EU_330441dca5c33003dc858836bbce2289fd3fcfa2b3553c8d95f50f0ac2543e89_1;1352;0;;2018;HR04;HR;
EU_330441dca5c33003dc858836bbce2289fd3fcfa2b3553c8d95f50f0ac2543e89_1;46021;0;;2018;HR04;HR;
EU_330441dca5c33003dc858836bbce2289fd3fcfa2b3553c8d95f50f0ac2543e89_1;3249;0;;2018;HR04;HR;
EU_330441dca5c33003dc858836bbce2289fd3fcfa2b3553c8d95f50f0ac2543e89_1;21282;0;;2018;HR04;HR;
EU_330441dca5c33003dc858836bbce2289fd3fcfa2b3553c8d95f50f0ac2543e89_1;5050;0;;2018;HR04;HR;
EU_330441dca5c33003dc858836bbce2289fd3fcfa2b3553c8d95f50f0ac2543e89_1;10091;0;;2018;HR04;HR;
EU_330441dca5c33003dc858836bbce2289fd3fcfa2b3553c8d95f50f0ac2543e89_1;21635;0;;2018;HR04;HR;
EU_330441dca5c33003dc858836bbce2289fd3fcfa2b3553c8d95f50f0ac2543e89_1;39958;0;;2018;HR04;HR;
EU_330441dca5c33003dc858836bbce2289fd3fcfa2b3553c8d95f50f0ac2543e89_1;4059;0;;2018;HR04;HR;
EU_3317babb28c8ecbf3eefadb757cc13e2dd561684e532b1ae0329b518c7a3f134_1;112833;0;71;2017;HR04;HR;Architectural, construction, engineering
EU_3397379e122052a992edd607067e6a8c35e248b67054e288532e85b4cc0481fb_1;1462711;0;71;2015;HR03;HR;Architectural, construction, engineering
EU_3418530d2ad009985e0f6490ab92d7dd40600674a14135b5cad0d1cd07dfb93d_1;;0;;2014;HR04;HR;
EU_3433f0094048189acabbe91f8e4ce6e6361a0dc0b1db6d844657ef3c5bb11f3b_1;179008;0;;2016;HR04;HR;
EU_34affde2fe181f0c4b6c3bebb51e3f8ca2167a740e01d541cc7ef51fd7849ec7_1;121600;0;35;2016;HR04;HR;Security, fire-fighting, police and defence equipment
EU_3516f85be3422c03c4c70b4cfb8125af1991e6641271c7eb339ce0afaf2d4546_1;1942371;1;;2016;HR03;HR;
EU_351f6fd0f697a8eb7a1a2bfd5326670a05eb58e33962e6f1aebe396b1ce943b5_1;72796;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_351f6fd0f697a8eb7a1a2bfd5326670a05eb58e33962e6f1aebe396b1ce943b5_1;244523;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_35f2f6d75ac3e834844306361fb3bfc40d1dd22719e6df23fbcc3daad67fb4ac_1;683555;1;;2014;HR03;HR;
EU_37b7212d6671a3a4ea6685a858c4326edb834c6acf0d3bc8931abf8741537b32_1;151690;0;35;2016;HR04;HR;Security, fire-fighting, police and defence equipment
EU_37e30fc776dba135497e0e6706b6a82c0dbc0824e910f9df1043ac55b4e9bbc0_1;472151;0;30;2016;HR04;HR;Office and computing machiner
EU_37e30fc776dba135497e0e6706b6a82c0dbc0824e910f9df1043ac55b4e9bbc0_1;176855;0;30;2016;HR04;HR;Office and computing machiner
EU_37e30fc776dba135497e0e6706b6a82c0dbc0824e910f9df1043ac55b4e9bbc0_1;345719;0;30;2016;HR04;HR;Office and computing machiner
EU_390e988bfecaed135446b612025ec244563d731495cca94ee94dbb735304628c_1;1173922;1;33;2013;HR04;HR;Medical equipments, pharmaceuticals 
EU_397b3a83763469dc97f9b423a884f038b38ee9c469e8830dd686a0839fe5a3c8_1;629830;1;;2016;HR04;HR;
EU_39fabf9f36b769f1319d81c45a506fbc8588870cc52cfd0466b9d9e5b1864fdb_1;483222;0;;2015;HR04;HR;
EU_3a31f3ff798152ca01157fed53349c919636a045139fb87bcc8d4ca120474f24_1;21873;0;38;2016;HR04;HR;Laboratory, optical and precision equipment
EU_3a31f3ff798152ca01157fed53349c919636a045139fb87bcc8d4ca120474f24_1;22573;1;38;2016;HR04;HR;Laboratory, optical and precision equipment
EU_3a31f3ff798152ca01157fed53349c919636a045139fb87bcc8d4ca120474f24_1;309424;1;38;2016;HR04;HR;Laboratory, optical and precision equipment
EU_3a31f3ff798152ca01157fed53349c919636a045139fb87bcc8d4ca120474f24_1;10038;1;38;2016;HR04;HR;Laboratory, optical and precision equipment
EU_3a31f3ff798152ca01157fed53349c919636a045139fb87bcc8d4ca120474f24_1;17978;1;38;2016;HR04;HR;Laboratory, optical and precision equipment
EU_3a31f3ff798152ca01157fed53349c919636a045139fb87bcc8d4ca120474f24_1;21454;0;38;2016;HR04;HR;Laboratory, optical and precision equipment
EU_3a31f3ff798152ca01157fed53349c919636a045139fb87bcc8d4ca120474f24_1;11131;0;38;2016;HR04;HR;Laboratory, optical and precision equipment
EU_3a31f3ff798152ca01157fed53349c919636a045139fb87bcc8d4ca120474f24_1;21736;1;38;2016;HR04;HR;Laboratory, optical and precision equipment
EU_3a31f3ff798152ca01157fed53349c919636a045139fb87bcc8d4ca120474f24_1;18433;1;38;2016;HR04;HR;Laboratory, optical and precision equipment
EU_3a31f3ff798152ca01157fed53349c919636a045139fb87bcc8d4ca120474f24_1;16295;0;38;2016;HR04;HR;Laboratory, optical and precision equipment
EU_3b442ac9f158ac05de3ad42e42457a5393d58675ec7868e078fef99a857bf947_1;421604;0;71;2015;HR04;HR;Architectural, construction, engineering
EU_3b7c9602db67c7396613065ead6d9274347b4a48dd9f38c09b907a61ed0da649_1;552058;0;30;2016;HR04;HR;Office and computing machiner
EU_3b97a6985b5e09e1bfcd68fe35b5ed2747235f3100b151cb24bcd43d05fa601a_1;69179;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_3b97a6985b5e09e1bfcd68fe35b5ed2747235f3100b151cb24bcd43d05fa601a_1;292116;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_3ba56562aa502e0c762c34cfc43c9a6216e51526d1ac4bd0018665b8eb320fd8_1;169100;0;;2015;HR03;HR;
EU_3ba56562aa502e0c762c34cfc43c9a6216e51526d1ac4bd0018665b8eb320fd8_1;98492;1;;2015;HR03;HR;
EU_3ba56562aa502e0c762c34cfc43c9a6216e51526d1ac4bd0018665b8eb320fd8_1;24955;1;;2015;HR03;HR;
EU_3baabd8f1a5863049a334035ab9013b8a95f72ca1a7842ad520d72324dbdbc6d_1;600596;0;90;2016;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_3baabd8f1a5863049a334035ab9013b8a95f72ca1a7842ad520d72324dbdbc6d_1;1101973;0;90;2016;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_3c5bb9325d0c8c3de5dbb77c6f37b7c4c79a8b057e3d89c544bd4e0d54de0d41_1;12659283;0;45232;2017;HR04;HR;Ancillary works for pipelines and cables
EU_3cf27980a8817a7dd2c6d90ce6c07371df42fb370791ea1d945541f488f43ee4_1;15713454;0;;2017;HR04;HR;
EU_3cf591c6ea137abec2999d24f390795bd006335f5639e0c8dabb14c1c7f6f504_1;153514;0;;2018;HR04;HR;
EU_3fa59125454da9e81693a4d9eae67a4c03f7b36446a6d8d6a935717d5a7f393b_1;14086;1;;2018;HR04;HR;
EU_3fa59125454da9e81693a4d9eae67a4c03f7b36446a6d8d6a935717d5a7f393b_1;18264;0;;2018;HR04;HR;
EU_3fa59125454da9e81693a4d9eae67a4c03f7b36446a6d8d6a935717d5a7f393b_1;11519;1;;2018;HR04;HR;
EU_406c1d3fdbdc96d3cda46656687908a52f18df252361f4a8b8886527a8ad7b28_1;64679;1;;2015;HR03;HR;
EU_406c1d3fdbdc96d3cda46656687908a52f18df252361f4a8b8886527a8ad7b28_1;29280;0;;2015;HR03;HR;
EU_4133bdfcc82cf76540c916cf19c9ddc78eb287822dd1fc16593ce7a0af7008e9_1;84153;0;;2018;HR04;HR;
EU_4133bdfcc82cf76540c916cf19c9ddc78eb287822dd1fc16593ce7a0af7008e9_1;80958;1;;2018;HR04;HR;
EU_436cf1928f49b8efef3a461d9e75cef51c7b9bfc9f5de7f4e88e7caa1e416c73_1;459245;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_449a9aad8cf0db36b6618e8c18ad2cc7f819c48fa5293e018ac38dbdeb96a4a3_1;1053426;1;;2016;HR04;HR;
EU_44d52b66162594ce6499bc7099d0c7eab1a606458fbc784f3c933d4e26f7aef8_1;287094;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_44d52b66162594ce6499bc7099d0c7eab1a606458fbc784f3c933d4e26f7aef8_1;75362;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_45d21a7d9397af0c5087cc251a3d7e0a050f5ec22398ced4378eb0a20a19ab08_1;20131413;0;;2014;HR04;HR;
EU_45ec7235cb111cd22a1a01d33f4d3d1880232c49e25e73d642ff22b1db1d4a42_1;397805;1;90;2016;HR04;HR;Sewage-, refuse-, cleaning-, and environmental services
EU_466bc5e18b82032b0d2b46a6adc3f063f2f2367f16747bc7c61cd1f02e3b4340_1;746266;0;71;2015;HR04;HR;Architectural, construction, engineering
EU_472c585561b18b1fb4254dada4f062c041a3234dc0c7785b7dc808285283939b_1;522974;1;;2017;HR04;HR;
EU_481cff9dab0cb3c93b09041a1cc7415a753d55babc113c6d90438a20680d8ca3_1;63354;0;71;2015;HR04;HR;Architectural, construction, engineering
EU_483d111a9568efa07e22653f7eef43c9d4ad9a44a6b73868a47c864efe6bdca1_1;448518;1;72;2017;HR04;HR;IT services: consulting, software development
EU_487ceefe9be806816c0279b2602b3a8748924f1689eae93a45b5770393ea3896_1;311603;0;;2015;HR04;HR;
EU_493da838ca25d50226dcd6f9c9443d5683ba0989abc14be705d682f8e54d613e_1;1070726;1;71;2016;HR04;HR;Architectural, construction, engineering
EU_494e4cdf835e90fb0fc9b61c74845828b94b7363dc616407fd8fc2da4c021ef2_1;641039;1;72;2017;HR04;HR;IT services: consulting, software development
EU_495486a2df95ffbabfe736ad497e512f5f69e6fd381e12c82af8d5f435cb28b2_1;55725;0;;2018;HR04;HR;
EU_495486a2df95ffbabfe736ad497e512f5f69e6fd381e12c82af8d5f435cb28b2_1;68624;0;;2018;HR04;HR;
EU_495486a2df95ffbabfe736ad497e512f5f69e6fd381e12c82af8d5f435cb28b2_1;78514;0;;2018;HR04;HR;
EU_495486a2df95ffbabfe736ad497e512f5f69e6fd381e12c82af8d5f435cb28b2_1;74936;0;;2018;HR04;HR;
EU_495486a2df95ffbabfe736ad497e512f5f69e6fd381e12c82af8d5f435cb28b2_1;86687;0;;2018;HR04;HR;
EU_495486a2df95ffbabfe736ad497e512f5f69e6fd381e12c82af8d5f435cb28b2_1;55725;0;;2018;HR04;HR;
EU_4a5610a96562da448b7aef1368f491dc4d0450f71486f0b62300971ba918fadf_1;678751;1;38;2013;HR04;HR;Laboratory, optical and precision equipment
EU_4ae6e2451f1ae47074bc66aff17254d1fe2a6a8c2e869785b5f5b3efbe4d7446_1;358435;1;33;2015;HR04;HR;Medical equipments, pharmaceuticals 
EU_4b4c2cdc622d81510b9218361aa63fd3b236eb79f8972deeedb76664dd1e3d87_1;1272923;1;;2016;HR04;HR;
EU_4b6e3f36dd281cbd301a6b45e53bec605e5f72ccc1fed82b8e10ee8cda98c215_1;67416;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_4b6e3f36dd281cbd301a6b45e53bec605e5f72ccc1fed82b8e10ee8cda98c215_1;333097;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_4b6e3f36dd281cbd301a6b45e53bec605e5f72ccc1fed82b8e10ee8cda98c215_1;46525;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_4b6e3f36dd281cbd301a6b45e53bec605e5f72ccc1fed82b8e10ee8cda98c215_1;250039;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_4c27b3f3ede6a74b5a048e9f2cecdf9a6059061722c617d7bc560d07403c0e14_1;128271;1;38;2014;HR03;HR;Laboratory, optical and precision equipment
EU_4c88011e76d3d86485fc1ca89f5d82383c11d8a8fead2ccda6bd0f9b7c41602d_1;24732;0;;2018;HR04;HR;
EU_4c9f8fbcee8a4ef064f861986d77d326c9b5b5ba951c432f559640b3e368bb50_1;228991;0;71;2015;HR03;HR;Architectural, construction, engineering
EU_4caf51027cd0fc21cc84c8af35a16e02780407b52adcdd35e81b221be6cd3d54_1;;1;34;2015;HR04;HR;Transport equipment and auxiliary products
EU_4caf51027cd0fc21cc84c8af35a16e02780407b52adcdd35e81b221be6cd3d54_1;48804;1;34;2015;HR04;HR;Transport equipment and auxiliary products
EU_4e91d97d13ded2871920a0350256e7b8cd44103645ff64ce09bd335fd7d505dd_1;7831425;0;4522;2015;HR04;HR;Engineering works and construction works
EU_4fe1bd32cf9bd37cb3e39bcd2cb27f0d9bfa4f8f7433da70d292a37f89684374_1;703327;0;30;2017;HR04;HR;Office and computing machiner
EU_501919ed30cbe1cd225215d5cfd32225136feca82b1e649b656c83208397bd3c_1;5903374;0;30;2015;HR03;HR;Office and computing machiner
EU_5074c8631a50926d390a3e8b358e6406c387c777c75853891e641d71192a47d8_1;315470;0;34;2015;HR04;HR;Transport equipment and auxiliary products
EU_5074c8631a50926d390a3e8b358e6406c387c777c75853891e641d71192a47d8_1;94044;1;34;2015;HR04;HR;Transport equipment and auxiliary products
